1647324531,none,0.396,C:\Users\wesie\Downloads\BCI-master\new_models\33.01-acc-64x3-batch-norm-7epoch-1647322848-loss-12.11.model,0.6,0.004,0.396
1647324605,none,0.544,C:\Users\wesie\Downloads\BCI-master\new_models\33.01-acc-64x3-batch-norm-7epoch-1647322848-loss-12.11.model,0.316,0.14,0.544
1647324731,none,0.076,C:\Users\wesie\Downloads\BCI-master\new_models\33.01-acc-64x3-batch-norm-7epoch-1647322848-loss-12.11.model,0.192,0.732,0.076
1647479604,left,0.076,C:\Users\wesie\\Downloads\BCI-master\BCI-master\models\63.23-acc-loss-2.52.model,0.076,0.152,0.772
1647480025,left,0.624,C:\Users\wesie\Downloads\BCI-master\new_models\35.06-acc-64x3-batch-norm-0epoch-1647412856-loss-2.02.model,0.624,0.204,0.172
1647490294,left,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.0,0.704,0.296
1647490357,left,0.044,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.044,0.916,0.04
1647490438,left,0.008,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.008,0.86,0.132
1647490493,left,0.048,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.048,0.348,0.604
1647490547,left,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.0,0.172,0.828
1647490602,left,0.144,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.144,0.308,0.548
1647490655,left,0.028,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.028,0.284,0.688
1647490711,left,0.036,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.036,0.432,0.532
1647490771,left,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.0,1.0,0.0
1647490836,right,1.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.0,1.0,0.0
1647490926,right,0.064,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.576,0.064,0.36
1647490983,right,0.14,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.56,0.14,0.3
1647491042,right,0.028,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.404,0.028,0.568
1647491103,right,0.156,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.38,0.156,0.464
1647491155,right,0.16,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.608,0.16,0.232
1647491207,right,0.076,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.436,0.076,0.488
1647491270,right,0.036,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.408,0.036,0.556
1647491323,right,0.112,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.424,0.112,0.464
1647491382,right,0.14,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.432,0.14,0.428
1647491450,none,0.224,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.288,0.488,0.224
1647491514,none,0.312,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.684,0.004,0.312
1647491794,none,0.16,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.164,0.676,0.16
1647491853,none,0.048,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.116,0.836,0.048
1647491921,none,0.304,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.0,0.696,0.304
1647491993,none,0.328,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.112,0.56,0.328
1647492059,none,0.164,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.228,0.608,0.164
1647492117,none,0.656,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.04,0.304,0.656
1647492188,left,0.08,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.08,0.692,0.228
1647492266,left,0.296,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.296,0.216,0.488
1647492324,left,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.0,0.132,0.868
1647492382,right,0.228,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.572,0.228,0.2
1647492435,right,0.272,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.628,0.272,0.1
1647492491,none,0.024,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.648,0.328,0.024
1647492552,none,0.22,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.536,0.244,0.22
1647492609,none,0.18,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.116,0.704,0.18
1647492753,right,0.868,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.08,0.868,0.052
1647492833,right,0.92,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.0,0.92,0.08
1647908898,none,0.12,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.168,0.712,0.12
1647908898,none,0.12,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.168,0.712,0.12
1647909630,left,0.66,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\30.78-acc-64x3-batch-norm-2epoch-1647492677-loss-8.68.model,0.66,0.0,0.34
1647909638,left,0.66,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\30.78-acc-64x3-batch-norm-2epoch-1647492677-loss-8.68.model,0.66,0.0,0.34
1647909713,right,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\30.78-acc-64x3-batch-norm-2epoch-1647492677-loss-8.68.model,0.36,0.0,0.64
1647909795,right,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\30.78-acc-64x3-batch-norm-2epoch-1647492677-loss-8.68.model,0.588,0.0,0.412
1647909935,right,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\30.78-acc-64x3-batch-norm-2epoch-1647492677-loss-8.68.model,0.544,0.0,0.456
1647910123,right,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\30.78-acc-64x3-batch-norm-2epoch-1647492677-loss-8.68.model,0.372,0.0,0.628
1647910263,right,0.288,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.028,0.288,0.684
1647910349,left,0.048,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.048,0.612,0.34
1647910458,left,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\BCI-master\models\61.4-acc-loss-2.39-top.model,0.0,0.676,0.324
1647910651,none,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\36.32-acc-64x3-batch-norm-2epoch-1647910278-loss-4.63.model,0.104,0.896,0.0
1647910747,left,0.06,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\36.32-acc-64x3-batch-norm-2epoch-1647910278-loss-4.63.model,0.06,0.904,0.036
1647910835,left,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\36.32-acc-64x3-batch-norm-2epoch-1647910278-loss-4.63.model,0.0,0.94,0.06
1647910952,left,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\36.32-acc-64x3-batch-norm-2epoch-1647910278-loss-4.63.model,0.0,0.976,0.024
1647911051,right,0.844,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\36.32-acc-64x3-batch-norm-2epoch-1647910278-loss-4.63.model,0.12,0.844,0.036
1647911076,right,0.844,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\36.32-acc-64x3-batch-norm-2epoch-1647910278-loss-4.63.model,0.12,0.844,0.036
1647911154,right,0.476,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\36.32-acc-64x3-batch-norm-2epoch-1647910278-loss-4.63.model,0.052,0.476,0.472
1647911340,right,0.812,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.156,0.812,0.032
1647911712,left,0.996,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.996,0.004,0.0
1647911806,left,0.708,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.708,0.292,0.0
1647911892,left,0.924,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.924,0.076,0.0
1647912033,left,0.796,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.796,0.204,0.0
1647912068,none,0.008,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.708,0.284,0.008
1647912197,none,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.528,0.472,0.0
1647912623,none,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.76,0.24,0.0
1647913415,none,0.56,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.3,0.14,0.56
1647913415,none,0.56,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.288,0.152,0.56
1647913478,none,0.068,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.712,0.22,0.068
1647913615,left,0.868,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.868,0.064,0.068
1647913617,left,0.852,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.852,0.08,0.068
1647913696,right,0.016,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.444,0.016,0.54
1647913838,right,0.352,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.504,0.352,0.144
1647913916,none,0.516,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.484,0.0,0.516
1647914088,none,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.01-acc-64x3-batch-norm-4epoch-1647910697-loss-9.61.model,0.016,0.984,0.0
1647914244,none,1.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.02-acc-64x3-batch-norm-8epoch-1647913730-loss-6.78.model,0.0,0.0,1.0
1647914334,none,1.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.02-acc-64x3-batch-norm-8epoch-1647913730-loss-6.78.model,0.0,0.0,1.0
1647914827,none,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.24-acc-64x3-batch-norm-1epoch-1647914061-loss-3.23.model,0.908,0.092,0.0
1647914828,none,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.24-acc-64x3-batch-norm-1epoch-1647914061-loss-3.23.model,0.9,0.1,0.0
1647914917,none,0.248,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.24-acc-64x3-batch-norm-1epoch-1647914061-loss-3.23.model,0.232,0.52,0.248
1647915076,right,0.992,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.24-acc-64x3-batch-norm-1epoch-1647914061-loss-3.23.model,0.008,0.992,0.0
1647915160,right,0.852,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.24-acc-64x3-batch-norm-1epoch-1647914061-loss-3.23.model,0.064,0.852,0.084
1647915241,right,0.564,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.24-acc-64x3-batch-norm-1epoch-1647914061-loss-3.23.model,0.128,0.564,0.308
1647915330,right,0.692,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.24-acc-64x3-batch-norm-1epoch-1647914061-loss-3.23.model,0.176,0.692,0.132
1647915416,right,0.636,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.24-acc-64x3-batch-norm-1epoch-1647914061-loss-3.23.model,0.188,0.636,0.176
1647915473,left,0.172,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\37.24-acc-64x3-batch-norm-1epoch-1647914061-loss-3.23.model,0.172,0.62,0.208
1647915543,left,0.088,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.088,0.872,0.04
1647915621,left,0.028,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.028,0.688,0.284
1647915705,left,0.124,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.124,0.804,0.072
1647915828,none,0.356,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.288,0.356,0.356
1647915899,none,0.452,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.04,0.508,0.452
1647915963,none,0.14,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.324,0.536,0.14
1647916058,none,1.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.0,0.0,1.0
1647916160,none,0.188,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.172,0.64,0.188
1647916241,none,0.236,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.472,0.292,0.236
1647916328,none,0.084,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.38,0.536,0.084
1647916450,none,0.056,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.068,0.876,0.056
1647916502,none,0.096,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.436,0.468,0.096
1647916534,none,0.144,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.224,0.632,0.144
1647916587,none,0.0,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.176,0.824,0.0
1647916714,none,0.688,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.208,0.104,0.688
1647916780,none,0.084,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.516,0.4,0.084
1647916894,none,0.108,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.796,0.096,0.108
1647916986,none,0.184,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.516,0.3,0.184
1647917075,none,0.144,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.74,0.116,0.144
1647917138,right,0.368,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.492,0.368,0.14
1647917222,left,0.304,C:\Users\wesie\OneDrive\Desktop\ProjectCrypt\new_models\41.3-acc-64x3-batch-norm-9epoch-1647915410-loss-4.97.model,0.304,0.312,0.384
